id,text,mark
42,совет директоров газпрома рассмотрел перспективы развития отрасли сланцевого газа спг ССЫЛКА ССЫЛКА,-1
43,газпром продолжает укреплять позиции крупнейшего экспортера газа европу турцию ССЫЛКА ССЫЛКА,-1
44,китае проходит фестиваль искусств газпрома cnpc ССЫЛКА,1
45,северсталь ПОЛЬЗОВАТЕЛЬ разработает для газпрома высокопрочные трубы на давление до 15 атмосфер ССЫЛКА ССЫЛКА,-1
46,состоялось xiv заседание совместного координационного комитета газпрома cnpc ССЫЛКА ССЫЛКА,0
47,завершена морская укладка газопровода турецкий поток ССЫЛКА ССЫЛКА,1
48,алексей миллер министр экономики энергетики фрг петер альтмайер обсудили вопросы сотрудничества ССЫЛКА,0
49,представители федеральных органов законодательной исполнительной власти посетили объекты газпрома тюменской области ССЫЛКА ССЫЛКА,0
50,за первые десять месяцев 2 18 года объем поставок газпрома германию достиг 47 6 млрд куб что на 11 2 или на 4 8 млрд куб превышает показатель за январь октябрь 2 17 года,1
51,газпром завершил строительство газопровода отвода для газификации северных районов астраханской области ССЫЛКА ССЫЛКА,0
52,газпром ренова обсудили вопросы сотрудничества ССЫЛКА,1
53,алексей миллер александр беглов обсудили актуальные вопросы сотрудничества газпрома санкт петербурга ССЫЛКА ССЫЛКА,0
54,газпром приступит эксплуатационному бурению на ковыктинском месторождении 2 19 году ССЫЛКА ССЫЛКА,0
55,алексей миллер проинформировал дмитрия медведева готовности газпрома осенне зимнему периоду ССЫЛКА ССЫЛКА,0
56,газпром завершает реконструкцию грс михайлов рязанской области ССЫЛКА ССЫЛКА,-1
57,газпром экспорт первым из дочерних обществ газпрома присоединится налоговому мониторингу ССЫЛКА ССЫЛКА,-1
58,газпром socar обсудили вопросы поставок газа азербайджан ССЫЛКА ССЫЛКА,-1
59,газпром ПОЛЬЗОВАТЕЛЬ обсудили дальнейшую работу по проекту балтийский спг ССЫЛКА,-1
60,правление пао газпром утвердило корпоративную политику области энергетической эффективности энергосбережения ССЫЛКА,-1
61,три новых газопровода построено пензенской области ССЫЛКА ССЫЛКА,-1
62,об итогах визита алексея миллера туркменистан ССЫЛКА,0
63,объявлены лучшие дочерние общества газпрома области изобретательской рационализаторской деятельности ССЫЛКА,1
64,скк звезда построит для газпрома четыре судна для работы на морских месторождениях ССЫЛКА,0
65,газпром сербия развивают эффективное сотрудничество газовой отрасли ССЫЛКА,-1
66,на автомагистрали москва санкт петербург началось строительство первой криоазс ССЫЛКА ССЫЛКА,0
67,на амурский гпз доставлено первое теплообменное оборудование ССЫЛКА ССЫЛКА,0
68,газпром впервые провел независимый аудит отчета деятельности области устойчивого развития ССЫЛКА,0
69,стартовал российский этап международного автопробега газ моторы ССЫЛКА ССЫЛКА,0
70,алексей миллер рашид темрезов обсудили газификацию карачаево черкесии ССЫЛКА ССЫЛКА,1
71,газпром построил орловской области два новых газопровода ССЫЛКА,0
72,за 8 5 месяцев газпром увеличил поставки газа венгрию на 8 6 ССЫЛКА ССЫЛКА,0
73,китай стратегический партнер газпрома ССЫЛКА ССЫЛКА,0
74,газпром kogas обсудили перспективы расширения сотрудничества ССЫЛКА,0
75,газпром itochu обсудили вопросы сотрудничества ССЫЛКА,0
76,газпром mitsubishi обсудили проект сахалин 2 ССЫЛКА,0
77,газпром jbic обсудили перспективы взаимодействия ССЫЛКА ССЫЛКА,0
78,газпром mitsui подписали меморандум взаимопонимании по проекту балтийский спг ССЫЛКА ССЫЛКА,0
79,сотрудничество газпрома cnpc поступательно развивается ССЫЛКА,0
80,максим недзвецкий возглавил ооо газпром вниигаз ССЫЛКА,0
81,подписана дорожная карта по взаимодействию промышленным комплексом татарстана ССЫЛКА ССЫЛКА,0
82,газпром планирует реализацию интегрированного проекта во вьетнаме ССЫЛКА ССЫЛКА,-1
83,правление рассмотрело ход реализации проекта турецкий поток ССЫЛКА ССЫЛКА,0
84,газпром начал пуско наладку на третьем газовом промысле бованенковского месторождения ССЫЛКА ССЫЛКА,0
85,правление газпрома одобрило инвестиционную программу бюджет на 2 18 год новых редакциях ССЫЛКА,0
86,началась укладка газопровода северный поток 2 финляндии ССЫЛКА ССЫЛКА,0
87,газпром янао обсудили актуальные вопросы сотрудничества ССЫЛКА ССЫЛКА,0
88,поздравляем наступающим днем работников нефтяной газовой промышленности на фото геологоразведочные работы на южно киринском месторождении акватории охотского моря фото тасс ССЫЛКА,1
89,алексей миллер провел селекторное совещание посвященное дню работников нефтяной газовой промышленности ССЫЛКА ССЫЛКА,0
90,отчетность газпрома по международным стандартам финансовой отчетности мсфо за 6 месяцев закончившихся 3 июня 2 18 года ССЫЛКА,-1
91,старт viii всероссийского фестиваля конкурса спортивной журналистики энергия побед ССЫЛКА,0
92,старт viii всероссийского фестиваля конкурса спортивной журналистики энергия побед ССЫЛКА,0
93,сегодня завершился первый этап международного ралли марафона шелковый путь 2 18 ПОЛЬЗОВАТЕЛЬ газовый камаз под управлением сергея куприянова занял 4 место категории грузовики 6 место абсолютном зачете ПОЛЬЗОВАТЕЛЬ ХЭШТЕГ ХЭШТЕГ ХЭШТЕГ ССЫЛКА,0
94,цифровые технологии способствуют устойчивому развитию газпрома ССЫЛКА ССЫЛКА,1
95,газпром ведет комплексную работу области импортозамещения ССЫЛКА ССЫЛКА,1
96,построено 1954 км 9 5 газопровода сила сибири ССЫЛКА ССЫЛКА,1
97,шелковый путь этап 3 ПОЛЬЗОВАТЕЛЬ газовый камаз другие застряли мы проедем ХЭШТЕГ ССЫЛКА,0
98,санкт петербурге состоялась церемония отгрузки первого теплообменного оборудования для амурского гпз ССЫЛКА,1
99,алексей миллер посол сербии славенко терзич отметили надежность поставок российского газа республику ССЫЛКА ССЫЛКА,0
100,ХЭШТЕГ ХЭШТЕГ обсудили ход разработки месторождения шахпахты ССЫЛКА ССЫЛКА,1
101,алексей миллер дмитрий кобылкин обсудили вопросы взаимодействия газпрома минприроды россии ПОЛЬЗОВАТЕЛЬ ССЫЛКА ССЫЛКА,1
102,ХЭШТЕГ ХЭШТЕГ обсудили ход реализации совместных проектов ССЫЛКА ССЫЛКА,0
103,прямая трансляция итоговой пресс конференции участием председателя совета директоров пао газпром председателя правления пао газпром ССЫЛКА,0
104,прямая трансляция доклада алексея миллера об итогах деятельности компании 2 17 году ССЫЛКА ССЫЛКА,1
105,прямая трансляция пресс конференции финансово экономическая политика пао газпром ССЫЛКА,0
106,судно pioneering spirit возобновляет укладку турецкого потока ССЫЛКА ССЫЛКА,0
107,алексей миллер посетил северский трубный завод ССЫЛКА,0
108,газпром продолжает укреплять сотрудничество инвесторами акционерами ССЫЛКА,0
109,прямая трансляция пресс конференции поставки газа на внутренний рынок реализация программы газификации российских регионов ССЫЛКА,0
110,равные конкурентные условия на внутреннем рынке газа важный фактор устойчивого развития отрасли ССЫЛКА,0
111,совет директоров утвердил стратегию газпрома электроэнергетике на 2 18 2 27 годы ССЫЛКА ССЫЛКА,-1
112,прямая трансляция пресс конференции газпром на востоке россии выход на рынки стран атр ССЫЛКА,0
113,газпром боливия расширяют сотрудничество нефтегазовой сфере ССЫЛКА,0
114,газпром ведет строительство шести газопроводов оренбургской области ССЫЛКА,0
115,уровень газификации смоленской области увеличен до 75 7 ССЫЛКА,0
116,газпром первым среди российских энергетических компаний провел независимый аудит выбросов парниковых газов ССЫЛКА ССЫЛКА,0
117,газпром cnpc рассмотрели широкий спектр вопросов сотрудничества газовой сфере ССЫЛКА,0
118,от швеции получено разрешение на строительство эксплуатацию северного потока 2 ССЫЛКА ССЫЛКА,0
119,прямая трансляция пресс конференции экспорт повышение надежности поставок газа европу ССЫЛКА,0
120,5 лет надежных поставок российского газа австрию ССЫЛКА ССЫЛКА,-1
121,газпром обеспечил надежное газоснабжение российских зарубежных потребителей осенне зимнем периоде 2 17 2 18 года ССЫЛКА,0
122,пресс конференция газпром на востоке россии выход на рынки стран атр начнется 15 июня 1 3 не 8 июня 16 как было запланировано ранее ССЫЛКА,0
123,отчетность газпрома по международным стандартам финансовой отчетности мсфо за 3 месяца закончившихся 31 марта 2 18 года ССЫЛКА,0
124,газпром приобретет группы синара 24 локомотива на сжиженном природном газе ССЫЛКА,0
125,газпром одк изучат возможность заключения сервисных контрактов жизненного цикла для газотурбинного оборудования ССЫЛКА,0
126,газпром узбекнефтегаз продолжат совместную добычу газа на месторождении шахпахты ССЫЛКА,0
127,газпром siemens развивают сотрудничество по производству россии электротехнического оборудования ССЫЛКА,0
128,подписаны соглашения рамках проекта строительства амурского газоперерабатывающего завода ССЫЛКА,0
129,газпром торгово промышленная палата рф объединят усилия по стимулированию выпуска импортозамещающей продукции ССЫЛКА,0
130,газпром engie примут участие воссоздании лионского зала екатерининского дворца ССЫЛКА,0
131,газпром новгородская область подписали соглашение сотрудничестве ССЫЛКА,0
132,газпром татарстан подписали соглашение области инноваций ССЫЛКА,0
133,газпром будет использовать научно технический промышленный потенциал активов севергрупп ССЫЛКА,0
134,алмаз антей разработает для газпрома высокотехнологичное оборудование ССЫЛКА,0
135,газпром лукойл намерены совместно осваивать два месторождения ненецком автономном округе ССЫЛКА,0
136,газпром министерство экономических связей иностранных дел венгрии обсудили вопросы взаимодействия газовой сфере ССЫЛКА ССЫЛКА,0
137,газпром shell продолжают совместную работу по проекту балтийский спг ССЫЛКА,0
138,газпром wintershall рассмотрели вопросы сотрудничества ССЫЛКА,0
139,газпром русгаздобыча обсудили перспективы реализации совместных проектов ССЫЛКА,0
140,газпром фонд сколково договорились научно техническом сотрудничестве ССЫЛКА,0
141,газпром fo um обсудили вопросы взаимодействия электроэнергетике ССЫЛКА,0
142,спрос на российский газ сербии продолжает расти ССЫЛКА,0
143,германия продолжает наращивать импорт российского газа вслед за рекордными 2 16 2 17 годами ССЫЛКА,-1
144,газпром srei рассмотрели возможные направления сотрудничества газовой сфере ССЫЛКА,-1
145,газпром mitsui обсудили ход реализации соглашения области мало среднетоннажного спг ССЫЛКА,0
146,газпром мегафон расширяют сотрудничество сфере связи ССЫЛКА,0
147,об изменениях графике пресс конференций которые проводятся преддверии годового общего собрания акционеров пао газпром ССЫЛКА,0
148,россии необходимо создать конкурентный газовый рынок равными условиями для всех поставщиков ССЫЛКА,0
149,правление газпрома одобрило новую стратегию компании электроэнергетике ССЫЛКА ССЫЛКА,0
150,построено более 179 км 83 газопровода сила сибири ССЫЛКА ССЫЛКА,0
151,андрей круглов старший министр торговли промышленности сингапура ко по кун обсудили вопросы взаимодействия ССЫЛКА ССЫЛКА,0
152,совет директоров газпрома рекомендует выплатить по итогам 2 17 года дивиденды размере 8 4 руб на акцию ССЫЛКА,0
153,алексей миллер райнер зеле отметили значительный рост поставок российского газа австрию ССЫЛКА ССЫЛКА,1
154,прямая трансляция пресс конференции стратегия газпрома электроэнергетике начнется 14 по московскому времени на сайте газпромвидео ССЫЛКА,1
155,начались подготовительные работы на морском участке северного потока 2 германии ССЫЛКА ССЫЛКА,1
156,2 18 году газпром завершит строительство газопроводов для газификации девяти населенных пунктов ленинградской области ССЫЛКА ССЫЛКА,0
157,прямая трансляция пресс конференции развитие минерально сырьевой базы добыча газа развитие газотранспортной системы начнется 14 на сайте газпромвидео ССЫЛКА,1
158,завершено строительство первой нитки турецкого потока ССЫЛКА ССЫЛКА,0
159,алексей миллер провел заседание президиума xxi общее собрание международного делового конгресса ССЫЛКА,-1
160,алексей миллер михаил ведерников обсудили ход газификации псковской области ССЫЛКА ССЫЛКА,1
161,газпром построит четыре газопровода карелии ССЫЛКА ССЫЛКА,1
162,газпром лукойл ПОЛЬЗОВАТЕЛЬ обсудили перспективные направления стратегического партнерства ССЫЛКА ССЫЛКА,1
163,стабильность коллектива газпрома результат эффективной кадровой политики ССЫЛКА,0
164,совет директоров рассмотрел ход реализации программы инновационного развития газпрома ССЫЛКА,0
165,47 газозаправочных станций газпрома будут обеспечивать топливом чемпионат мира по футболу fifa 2 18 россии ПОЛЬЗОВАТЕЛЬ ССЫЛКА ССЫЛКА,-1
166,2 18 году газпром начнет строительство 11 газопроводов курской области ССЫЛКА ССЫЛКА,-1
167,газпром вдвое увеличит газозаправочную сеть астраханской области ССЫЛКА,-1
168,заключен новый контракт на поставку газа словению ССЫЛКА,1
169,продукция для нужд газпрома проходит многоступенчатый контроль качества ССЫЛКА,0
170,правление газпрома предлагает дивиденды по итогам 2 17 года размере 8 4 руб на акцию ССЫЛКА ССЫЛКА,0
171,от финляндии получен полный комплект разрешений на строительство газопровода северный поток 2 ПОЛЬЗОВАТЕЛЬ ССЫЛКА ССЫЛКА,-1
172,летом 2 18 года начнется доставка крупнотоннажного оборудования на амурский газоперерабатывающий завод ССЫЛКА ССЫЛКА,1
173,начала года австрия нарастила потребление российского газа на 77 2 ССЫЛКА ССЫЛКА,1
174,газпром правительство чеченской республики продолжат работу по укреплению платежной дисциплины потребителей ССЫЛКА,0
175,газпром роснано ПОЛЬЗОВАТЕЛЬ будут развивать взаимодействие сфере сертификации ССЫЛКА,0
176,nord stream 2 получила разрешение на строительство газопровода финской исключительной экономической зоне ССЫЛКА ССЫЛКА,0
177,газпром ПОЛЬЗОВАТЕЛЬ рассмотрели варианты взаимодействия ССЫЛКА ССЫЛКА,-1
178,алексей миллер александр цыбульский обсудили перспективы газификации ненецкого автономного округа ССЫЛКА ССЫЛКА,0
179,газпром повышает эффективность деятельности за счет применения инноваций ССЫЛКА,0
180,газпром последовательно повышает энергоэффективность снижает выбросы парниковых газов ССЫЛКА ССЫЛКА,0
181,линейная часть газопровода сила сибири построена на 75 5 ССЫЛКА ССЫЛКА,-1
182,газпром продолжает подготовку ковыктинского месторождения промышленной эксплуатации ССЫЛКА ССЫЛКА,0
183,алексей миллер посол италии паскуале терраччано обсудили ход работ по созданию южного маршрута поставок российского газа европу ССЫЛКА ССЫЛКА,0
184,газпром подписал руководящие принципы по снижению выбросов метана производственно сбытовой цепочке природного газа ССЫЛКА,0
185,алексей миллер глава кабардино балкарии юрий коков обсудили актуальные вопросы сотрудничества ССЫЛКА ССЫЛКА,0
186,2 18 году начнется строительство газопроводов для газификации 4 населенных пунктов вологодской области ССЫЛКА ССЫЛКА,0
187,поздравляем милых дам наступающим международным женским днем желаем счастья здоровья любви благополучия ССЫЛКА,0
188,алексей миллер голубой поток стал мощным катализатором развития газового рынка турции ССЫЛКА ССЫЛКА,1
189,австрия продолжает наращивать импорт российского газа после рекордного для республики 2 17 года ССЫЛКА,1
190,алексей миллер министр иностранных дел пакистана асиф мухаммад хаваджа обсудили возможность поставок спг республику ССЫЛКА ССЫЛКА,1
191,газпром реализует проекты строительства трех газопроводов удмуртии ССЫЛКА,1
192,2 18 году газпром продолжит эффективно оптимизировать затраты ССЫЛКА,0
193,работа газпрома сферах производственной экологической безопасности ведется на мировом уровне ССЫЛКА ССЫЛКА,-1
194,2 9 2 17 годах потери газа единой системе газоснабжения снижены 2 4 раза ССЫЛКА ССЫЛКА,-1
195,уровень расчетов российских потребителей за газ вырос до 97 4 ССЫЛКА,-1
196,ПОЛЬЗОВАТЕЛЬ thank you for 25 years of reliable pa nership happy bi hday ХЭШТЕГ ССЫЛКА,0
197,алексей миллер провел селекторное совещание посвященное 25 летию газпрома ХЭШТЕГ ССЫЛКА ССЫЛКА,0
198,газпром расширил газозаправочную сеть краснодарского края до 14 станций ССЫЛКА ССЫЛКА,0
199,совет директоров рассмотрел вопросы проведения годового общего собрания акционеров ССЫЛКА,-1
200,газпром чтпз обсудили разработку инновационной продукции ССЫЛКА ССЫЛКА,0
201,газпром тмк обсудили поставки трубной продукции ССЫЛКА ССЫЛКА,0
202,рассвет на строительной площадке установки комплексной подготовки газа 3 чаяндинского месторождения фото егора стыценко ооо газпром добыча ноябрьск ССЫЛКА ССЫЛКА,0
203,строительство газопровода сила сибири фото ооо стройгазконсалтинг ССЫЛКА ССЫЛКА,1
204,газпром молдова обсудили ход сотрудничества энергетической сфере ССЫЛКА ССЫЛКА,0
205,выступление алексея миллера на предновогоднем селекторном совещании ССЫЛКА ССЫЛКА,0
206,алексей миллер заложена основа еще одного трубопроводного маршрута поставок российского газа китай ССЫЛКА ССЫЛКА,0
207,система менеджмента качества газпрома прошла международную сертификацию ССЫЛКА ССЫЛКА,0
208,условиях роста спроса на сжиженный газ газпром продолжает развитие этого направления бизнеса ССЫЛКА ССЫЛКА,0
209,беспрецедентный рост экспорта газпрома одно из ключевых событий 2 17 года ССЫЛКА ССЫЛКА,0
210,совет директоров газпрома утвердил инвестиционную программу бюджет на 2 18 год ССЫЛКА,0
211,газпром подписал иране документы по развитию сотрудничества ССЫЛКА,0
212,виктор зубков правительству карачаево черкесии нужно вывести вопрос укрепления платежной дисциплины на новый уровень ССЫЛКА,0
213,работа над проектом северный поток 2 идет по плану ССЫЛКА ССЫЛКА,0
214,определены лучшие дочерние компании по организации работ сфере охраны труда ССЫЛКА,0
215,система управления энергоэффективностью получила первую премию области науки техники ССЫЛКА,0
216,газпром рассмотрел перспективы взаимодействия mizuho bank ССЫЛКА ССЫЛКА,1
217,испытания отечественной системы подводной добычи пройдут 2 2 году ССЫЛКА,0
218,ушел из жизни александр козлов ССЫЛКА,0
219,алексей миллер провел заседание президиума мдк ССЫЛКА,0
220,газпром трубные компании обсудили ключевые направления взаимодействия ССЫЛКА,1
221,независимые эксперты высоко оценили деятельность совета директоров газпрома его комитетов ССЫЛКА,0
222,футбол для дружбы станет весомым вкладом успешное проведение чемпионата мира по футболу fifa 2 18 россии ССЫЛКА ССЫЛКА,0
223,совет директоров одобрил работу газпрома сфере переработки газа ССЫЛКА ССЫЛКА,0
224,рамках программы газификации газпром 2 5 года построил более 28 тыс км газопроводов ССЫЛКА ССЫЛКА,0
225,mizuho bank smbc j morgan предоставят газпрому кредит на 1 млрд евро ССЫЛКА,0
226,награждены победители vii всероссийского конкурса спортивной журналистики энергия побед ССЫЛКА ССЫЛКА,0
227,реконструкция газораспределительных станций шахты 2 гуково ростовской области завершится до конца года ССЫЛКА ССЫЛКА,0
228,газпром газомоторное топливо боливийская компания ypfb подписали меморандум намерениях ССЫЛКА,0
229,газпром возобновляет поставки газа азербайджан ССЫЛКА,0
230,газпром unicredit p подписали кредитное соглашение на 7 млн евро ССЫЛКА,0
231,создана организационная основа для развития российско иранского сотрудничества газовой сфере ССЫЛКА,0
232,москве готовится вводу эксплуатацию самая мощная агнкс стране ССЫЛКА,0
233,алексей миллер на текущий момент пройден экватор построено 112 км силы сибири ССЫЛКА ССЫЛКА,0
234,виктор зубков районным администрациям ингушетии необходимо наладить адресную работу неплательщиками за газ ССЫЛКА,0
235,вышел новый номер журнала газпром ССЫЛКА ССЫЛКА,0
236,газпром провел первые прямые сделки на валютном рынке московской биржи ССЫЛКА,0
237,совет директоров утвердил инвестиционную программу бюджет программу сокращения затрат на 2 17 в новых редакциях ССЫЛКА ССЫЛКА,0
238,совет директоров газпрома рассмотрел статус реализации крупнейших проектов компании ССЫЛКА ССЫЛКА,0
239,стратегия сфере пхг дальнейшее повышение надежности гибкости поставок газа ССЫЛКА ССЫЛКА,0
240,омский нефтеперерабатывающий завод фото пао газпром нефть ССЫЛКА ССЫЛКА,0
241,газпром фонд содействия инновациям будут поддерживать перспективные проекты малых предприятий ССЫЛКА,0
242,лесогорская гэс пао тгк 1 фото ооо газпром энергохолдинг ССЫЛКА ССЫЛКА,0
243,газпром omv провели новое мероприятие области поддержки культуры ССЫЛКА,0
244,сергей силантьев второй раз стал лучшим сварщиком газпрома ССЫЛКА,0
245,локомотивы на железной дороге обская бованенково будут использовать спг ССЫЛКА,1
246,иннополис разработает для газпрома высокоточные вычислительные методы геомеханического моделирования ССЫЛКА,1
247,газпром федеральный институт промышленной собственности будут сотрудничать инновационной сфере ССЫЛКА,1
248,газпром аналитический центр при правительстве рф договорились сотрудничестве научно исследовательской сфере ССЫЛКА,1
249,газпром казмунайгаз подписали дорожную карту по созданию сп по переработке газа ССЫЛКА,1
250,газпром dnv gl подписали соглашение сотрудничестве ССЫЛКА,1
251,газпром сибур договорились поставках углеводородов до 2 33 года ССЫЛКА,1
252,одк роскосмос росатом разработают импортозамещающее оборудование для газпрома ССЫЛКА,0
253,ассоциация строительных организаций стала участником системы добровольной сертификации интергазсерт ССЫЛКА,0
254,подписан договор нпп маштэк на производство импортозамещающих газоперекачивающих агрегатов ССЫЛКА,0
